trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,trial_t.routineEndVal,ss_delay,iti_duration,SOA,key_response.rt,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,0,0,0,None,0,go,0.05,0.955,1.955,,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,1,1,1,None,0,go,0.05,0.925,1.925,,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,2,2,2,None,0,go,0.05,0.925,1.925,,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
go,sst_images/Left_Arrow.BMP,None,1,865,None,0,3,3,3,None,0,go,0.05,0.865,1.865,,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,4,4,4,None,0,go,0.05,1.045,2.045,,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,790,None,0,5,5,5,None,1,stop,0.1,0.79,1.79,,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
go,sst_images/Right_Arrow.BMP,None,2,745,None,0,6,6,6,2,1,go,0.1,0.745,1.745,0.5026948559971061,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
go,sst_images/Left_Arrow.BMP,None,1,820,None,0,7,7,7,1,1,go,0.1,0.82,1.8199999999999998,0.49995982402469963,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
go,sst_images/Right_Arrow.BMP,None,2,1090,None,0,8,8,8,2,1,go,0.1,1.09,2.09,0.46273702700273134,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
go,sst_images/Right_Arrow.BMP,None,2,700,None,0,9,9,9,2,1,go,0.1,0.7,1.7,0.5039530239882879,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,10,10,10,1,1,go,0.1,0.76,1.76,0.4952175409998745,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,880,None,0,11,11,11,None,1,stop,0.15000000000000002,0.88,1.8800000000000001,,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
go,sst_images/Right_Arrow.BMP,None,2,730,None,0,12,12,12,2,1,go,0.15000000000000002,0.73,1.73,0.49943403698853217,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
go,sst_images/Left_Arrow.BMP,None,1,910,None,0,13,13,13,1,1,go,0.15000000000000002,0.91,1.9100000000000001,0.4628614359826315,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,14,14,14,1,1,go,0.15000000000000002,0.955,1.955,0.5903122520248871,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,15,15,15,1,1,go,0.15000000000000002,1.045,2.045,0.5456279480131343,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
go,sst_images/Right_Arrow.BMP,None,2,1045,None,0,16,16,16,2,1,go,0.15000000000000002,1.045,2.045,0.5446549739863258,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
go,sst_images/Left_Arrow.BMP,None,1,985,None,0,17,17,17,1,1,go,0.15000000000000002,0.985,1.9849999999999999,0.5045674070133828,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,760,None,0,18,18,18,None,1,stop,0.2,0.76,1.76,,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
go,sst_images/Left_Arrow.BMP,None,1,775,None,0,19,19,19,1,1,go,0.2,0.775,1.775,0.6707400140003301,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
go,sst_images/Right_Arrow.BMP,None,2,1015,None,0,20,20,20,2,1,go,0.2,1.015,2.0149999999999997,0.5897465460002422,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,21,21,21,1,1,go,0.2,0.76,1.76,0.4917386080196593,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,985,None,0,22,22,22,None,1,stop,0.25,0.985,1.9849999999999999,,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
go,sst_images/Right_Arrow.BMP,None,2,715,None,0,23,23,23,None,0,go,0.25,0.715,1.7149999999999999,,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
go,sst_images/Left_Arrow.BMP,None,1,745,3264.0,0,24,24,24,None,0,go,0.25,0.745,1.745,,027,Practice,R,2,2019_Aug_27_1110,SST,3.0.7,24.02672246351465,
